Investors,InvestorLink,Latest,Seed,Growth,Legal,GRC,RiskTech,FinTech,WealthTech,Participation
Meros Equity Global Management,https://www.google.com/search?q=Meros+Equity+Global+Management+AND+Crunchbase+OR+LinkedIn,Dec 2020,0,12,0,0,12,0,0,6651600000
Alex Rolex,https://www.crunchbase.com/person/alex-rolex,Dec 2020,3,0,0,0,3,0,0,28200000
Chuxin Capital,https://www.google.com/search?q=Chuxin+Capital+AND+Crunchbase+OR+LinkedIn,Dec 2020,0,6,0,0,0,0,0,750000000
Lighthouse Capital Management,https://www.google.com/search?q=Lighthouse+Capital+Management+AND+Crunchbase+OR+LinkedIn,Dec 2020,0,6,0,0,0,0,0,750000000
Stadia Ventures,https://www.google.com/search?q=Stadia+Ventures+AND+Crunchbase+OR+LinkedIn,Dec 2020,1,10,0,0,0,1,0,101000000
Scale Ventures,https://www.google.com/search?q=Scale+Ventures+AND+Crunchbase+OR+LinkedIn,Dec 2020,0,6,0,0,6,0,0,10800000
Alex Rolek,https://www.google.com/search?q=Alex+Rolek+AND+Crunchbase+OR+LinkedIn,Dec 2020,3,0,0,0,3,0,0,28200000
Plexo Capital,https://www.google.com/search?q=Plexo+Capital+AND+Crunchbase+OR+LinkedIn,Dec 2020,0,3,0,0,0,0,0,180900000
32 Ventures,https://www.crunchbase.com/organization/32-ventures,Dec 2020,9,0,0,0,0,9,0,196861500
Frank Strauss,https://www.google.com/search?q=Frank+Strauss+AND+Crunchbase+OR+LinkedIn,Dec 2020,5,16,0,0,0,13,0,1600400000
Sean Mulhern,https://www.google.com/search?q=Sean+Mulhern+AND+Crunchbase+OR+LinkedIn,Dec 2020,3,0,0,0,3,0,0,28200000
Banca Generali,https://www.crunchbase.com/organization/banca-generali,Dec 2020,0,4,0,0,0,0,4,82000000
Shanghai Lingang,https://www.google.com/search?q=Shanghai+Lingang+AND+Crunchbase+OR+LinkedIn,Dec 2020,0,6,0,0,0,0,0,750000000
CofounderZone,https://www.crunchbase.com/organization/cofounderzone,Dec 2020,5,0,0,0,0,0,0,44789085
"BG, LLC","https://www.google.com/search?q=BG,+LLC+AND+Crunchbase+OR+LinkedIn",Dec 2020,3,0,0,0,0,3,0,19500000
Anorak Ventures,https://www.google.com/search?q=Anorak+Ventures+AND+Crunchbase+OR+LinkedIn,Dec 2020,18,0,0,14,0,4,0,5330940000
CreditEase Fintech Investment Fund,https://www.google.com/search?q=CreditEase+Fintech+Investment+Fund+AND+Crunchbase+OR+LinkedIn,Dec 2020,14,175,0,31,24,108,12,89401540820
Eric Nadalin,https://www.crunchbase.com/person/eric-nadalin,Dec 2020,4,0,0,0,0,4,0,97320000
Région Sud Investissement,https://www.google.com/search?q=Région+Sud+Investissement+AND+Crunchbase+OR+LinkedIn,Dec 2020,3,0,0,0,0,0,0,21866229
LT Capital,https://www.crunchbase.com/organization/lt-capital-5861,Dec 2020,5,0,0,0,0,0,0,44789085
Simplex Investments,https://www.google.com/search?q=Simplex+Investments+AND+Crunchbase+OR+LinkedIn,Dec 2020,0,4,0,0,0,4,0,1489600000
Blake Irving,https://www.google.com/search?q=Blake+Irving+AND+Crunchbase+OR+LinkedIn,Dec 2020,3,0,0,0,0,3,0,19500000
Mozilla,https://www.google.com/search?q=Mozilla+AND+Crunchbase+OR+LinkedIn,Dec 2020,5,0,0,0,0,0,0,980625000
Dan Cobley,https://www.google.com/search?q=Dan+Cobley+AND+Crunchbase+OR+LinkedIn,Dec 2020,1,0,0,0,0,1,0,845156
Philippe Poux,https://www.crunchbase.com/person/philippe-poux-35a7,Dec 2020,6,0,0,0,0,0,0,16325328
Sir Stuart Rose,https://www.google.com/search?q=Sir+Stuart+Rose+AND+Crunchbase+OR+LinkedIn,Dec 2020,0,20,0,0,20,0,0,1427640080
Stakeboat Capital,https://www.crunchbase.com/organization/stakeboat-capital,Dec 2020,0,8,0,0,0,0,0,1505600000
Kenny Stone,https://www.google.com/search?q=Kenny+Stone+AND+Crunchbase+OR+LinkedIn,Dec 2020,11,0,0,7,0,0,0,277795000
Caltrop,https://www.google.com/search?q=Caltrop+AND+Crunchbase+OR+LinkedIn,Dec 2020,5,0,0,0,5,0,0,3780000
Crowberry Capital,https://www.google.com/search?q=Crowberry+Capital+AND+Crunchbase+OR+LinkedIn,Dec 2020,3,0,0,2,0,1,0,11800000
Rikard Josefson,https://www.crunchbase.com/person/rikard-josefson,Dec 2020,4,0,0,0,4,0,0,159074072
Ken Moelis,https://www.google.com/search?q=Ken+Moelis+AND+Crunchbase+OR+LinkedIn,Dec 2020,0,8,0,0,0,8,0,4348000000
Mountain Nazca,https://www.google.com/search?q=Mountain+Nazca+AND+Crunchbase+OR+LinkedIn,Dec 2020,4,25,0,0,3,26,0,2781300000
Robert Leshner,https://www.google.com/search?q=Robert+Leshner+AND+Crunchbase+OR+LinkedIn,Dec 2020,3,5,0,0,0,8,0,362000000
GoldenArc Capital,https://www.google.com/search?q=GoldenArc+Capital+AND+Crunchbase+OR+LinkedIn,Dec 2020,0,24,0,0,24,0,0,23688000000
5Y Capital,https://www.google.com/search?q=5Y+Capital+AND+Crunchbase+OR+LinkedIn,Dec 2020,0,40,0,11,0,0,12,36634806579
Intel,https://www.google.com/search?q=Intel+AND+Crunchbase+OR+LinkedIn,Dec 2020,0,1,0,1,0,0,0,0
Matt Miesnieks,https://www.crunchbase.com/person/matt-miesnieks,Dec 2020,2,0,0,0,0,2,0,9000000
Clean Energy Ventures,https://www.google.com/search?q=Clean+Energy+Ventures+AND+Crunchbase+OR+LinkedIn,Dec 2020,0,2,0,2,0,0,0,48000000
Future Labs,https://www.google.com/search?q=Future+Labs+AND+Crunchbase+OR+LinkedIn,Dec 2020,0,5,0,0,0,0,0,12500000
Nosara Capital,https://www.google.com/search?q=Nosara+Capital+AND+Crunchbase+OR+LinkedIn,Dec 2020,0,32,0,32,0,0,0,14394000000
Moaffak Ahmed,https://www.google.com/search?q=Moaffak+Ahmed+AND+Crunchbase+OR+LinkedIn,Dec 2020,1,0,0,0,0,0,0,660000
Matt Wyndowe,https://www.google.com/search?q=Matt+Wyndowe+AND+Crunchbase+OR+LinkedIn,Dec 2020,4,0,0,0,0,0,0,224000000
Avishai Abrahami,https://www.google.com/search?q=Avishai+Abrahami+AND+Crunchbase+OR+LinkedIn,Dec 2020,4,0,0,0,0,0,0,224000000
Kepha Partners,https://www.google.com/search?q=Kepha+Partners+AND+Crunchbase+OR+LinkedIn,Dec 2020,6,0,0,6,0,0,0,151200000
Veridian Credit Union,https://www.google.com/search?q=Veridian+Credit+Union+AND+Crunchbase+OR+LinkedIn,Dec 2020,0,3,0,0,0,3,0,232500000
Arab Bank,https://www.google.com/search?q=Arab+Bank+AND+Crunchbase+OR+LinkedIn,Dec 2020,0,11,0,0,0,11,0,17985000000
Corporate Executive Board (CEB),https://www.crunchbase.com/organization/corporate-executive-board-ceb,Dec 2020,11,14,0,4,0,7,0,2061400000
Seed- und Start-up-Fonds,https://www.google.com/search?q=Seed-+und+Start-up-Fonds+AND+Crunchbase+OR+LinkedIn,Dec 2020,4,0,0,4,0,0,0,0
Abdul Latif Jameel,https://www.google.com/search?q=Abdul+Latif+Jameel+AND+Crunchbase+OR+LinkedIn,Dec 2020,0,11,0,0,0,11,0,17985000000
PayU Finance India,https://www.google.com/search?q=PayU+Finance+India+AND+Crunchbase+OR+LinkedIn,Dec 2020,0,21,0,0,0,0,21,783300000
Select Venture Partners,https://www.crunchbase.com/organization/select-venture-partners,Dec 2020,0,14,0,0,0,0,0,1944600000
Marc McCabe,https://www.google.com/search?q=Marc+McCabe+AND+Crunchbase+OR+LinkedIn,Dec 2020,5,6,0,5,0,0,0,357750000
BCI Europe,https://www.google.com/search?q=BCI+Europe+AND+Crunchbase+OR+LinkedIn,Dec 2020,0,10,0,0,0,10,0,5630491430
Full In,https://www.crunchbase.com/organization/full-in-partners,Dec 2020,0,4,0,4,0,0,0,90167280
Westport Capital Partners,https://www.crunchbase.com/organization/westport-capital-partners,Dec 2020,3,0,0,0,3,0,0,19290000
SBI,https://www.google.com/search?q=SBI+AND+Crunchbase+OR+LinkedIn,Dec 2020,0,6,0,0,0,6,0,823800000
McKesson Ventures,https://www.google.com/search?q=McKesson+Ventures+AND+Crunchbase+OR+LinkedIn,Dec 2020,0,8,0,0,0,0,0,566500000
Montagu,https://www.crunchbase.com/organization/montagu-private-equity,Dec 2020,0,1,0,0,0,1,0,0
Grupo Prisma,https://www.google.com/search?q=Grupo+Prisma+AND+Crunchbase+OR+LinkedIn,Dec 2020,0,6,0,0,6,0,0,1215000000
Reinvent Capital,https://www.google.com/search?q=Reinvent+Capital+AND+Crunchbase+OR+LinkedIn,Dec 2020,0,5,0,0,5,0,0,8000000000
W Investments,https://www.crunchbase.com/organization/w-investments,Dec 2020,0,10,0,0,10,0,0,1316000000
Public Investment Corporation,https://www.google.com/search?q=Public+Investment+Corporation+AND+Crunchbase+OR+LinkedIn,Dec 2020,6,0,0,6,0,0,0,151200000
Plug & Play,https://www.google.com/search?q=Plug+&+Play+AND+Crunchbase+OR+LinkedIn,Dec 2020,6,7,0,0,6,4,0,277622964
Jan-Joost Rueb,https://www.google.com/search?q=Jan-Joost+Rueb+AND+Crunchbase+OR+LinkedIn,Dec 2020,3,0,0,0,0,3,0,36233412
FF APAC Scout,https://www.crunchbase.com/organization/ff-apac-scout,Dec 2020,4,0,0,0,0,4,0,32400000
Steve Barham,https://www.crunchbase.com/person/steve-barham,Dec 2020,0,14,0,0,0,0,0,1944600000
Sapphire Sport,https://www.crunchbase.com/organization/sapphire-sport,Dec 2020,2,0,0,0,0,2,0,9000000
Onno Bakker,https://www.google.com/search?q=Onno+Bakker+AND+Crunchbase+OR+LinkedIn,Dec 2020,3,0,0,0,0,3,0,36233412
SAP National Security Services,https://www.crunchbase.com/organization/sap-national-security-services,Dec 2020,0,20,0,0,20,0,0,2632000000
Nate Mitchell,https://www.crunchbase.com/person/nate-mitchell,Dec 2020,2,0,0,0,0,2,0,9000000
Peter Treadway,https://www.google.com/search?q=Peter+Treadway+AND+Crunchbase+OR+LinkedIn,Dec 2020,0,8,0,0,0,8,0,360000000
Barclays Ventures,https://www.google.com/search?q=Barclays+Ventures+AND+Crunchbase+OR+LinkedIn,Dec 2020,18,16,0,6,0,15,0,1230534416
TYLT Ventures,https://www.google.com/search?q=TYLT+Ventures+AND+Crunchbase+OR+LinkedIn,Dec 2020,1,5,0,6,0,0,0,116000000
Richard Pierson,https://www.crunchbase.com/person/richard-pierson,Dec 2020,3,0,0,3,0,0,0,40500000
MetLife,https://www.google.com/search?q=MetLife+AND+Crunchbase+OR+LinkedIn,Dec 2020,0,10,0,10,0,0,0,170685000
Russell Cook,https://www.google.com/search?q=Russell+Cook+AND+Crunchbase+OR+LinkedIn,Dec 2020,0,16,0,0,0,16,0,15409600000
Fuzzy Khosrowshahi,https://www.google.com/search?q=Fuzzy+Khosrowshahi+AND+Crunchbase+OR+LinkedIn,Dec 2020,1,0,0,1,0,0,0,2000000
Sage Group,https://www.crunchbase.com/organization/the-sage-group-plc,Dec 2020,0,8,0,0,0,8,0,659974000
ICE71 Accelerate,https://www.google.com/search?q=ICE71+Accelerate+AND+Crunchbase+OR+LinkedIn,Dec 2020,8,0,0,0,8,0,0,8025000
Community Growth Ventures,https://www.google.com/search?q=Community+Growth+Ventures+AND+Crunchbase+OR+LinkedIn,Dec 2020,1,0,0,0,0,1,0,845156
Leonis Investissement,https://www.google.com/search?q=Leonis+Investissement+AND+Crunchbase+OR+LinkedIn,Dec 2020,7,8,0,7,0,8,0,402000000
MetaProp NYC,https://www.google.com/search?q=MetaProp+NYC+AND+Crunchbase+OR+LinkedIn,Dec 2020,36,15,0,32,5,14,0,1793816000
Damien Balsan,https://www.google.com/search?q=Damien+Balsan+AND+Crunchbase+OR+LinkedIn,Dec 2020,7,0,0,7,0,0,0,42000000
ASLI RI,https://www.google.com/search?q=ASLI+RI+AND+Crunchbase+OR+LinkedIn,Dec 2020,7,0,0,7,0,0,0,42000000
Pamela A Joseph,https://www.crunchbase.com/person/pamela-a-joseph,Dec 2020,0,7,0,0,0,7,0,1015700000
Cluster Capital,https://www.google.com/search?q=Cluster+Capital+AND+Crunchbase+OR+LinkedIn,Dec 2020,3,0,0,0,0,3,0,23100000
Bio Ritmo,https://www.google.com/search?q=Bio+Ritmo+AND+Crunchbase+OR+LinkedIn,Dec 2020,0,6,0,0,6,0,0,1215000000
Rachel Delacour,https://www.google.com/search?q=Rachel+Delacour+AND+Crunchbase+OR+LinkedIn,Dec 2020,0,6,0,0,6,0,0,469303200
Liu Jiang,https://www.google.com/search?q=Liu+Jiang+AND+Crunchbase+OR+LinkedIn,Dec 2020,5,0,0,5,0,0,0,805500000
Pretiosum Ventures,https://www.google.com/search?q=Pretiosum+Ventures+AND+Crunchbase+OR+LinkedIn,Dec 2020,9,2,0,9,0,0,0,38000000
GPO Fund,https://www.google.com/search?q=GPO+Fund+AND+Crunchbase+OR+LinkedIn,Dec 2020,0,12,0,12,0,0,0,3090000000
Dario Suter,https://www.google.com/search?q=Dario+Suter+AND+Crunchbase+OR+LinkedIn,Dec 2020,0,3,0,0,0,0,3,17248791
One Block Capital,https://www.google.com/search?q=One+Block+Capital+AND+Crunchbase+OR+LinkedIn,Dec 2020,15,0,0,0,0,8,7,11928100000
Will Wang Graylin,https://www.google.com/search?q=Will+Wang+Graylin+AND+Crunchbase+OR+LinkedIn,Dec 2020,7,0,0,7,0,0,0,42000000
Indian Angel Network,https://www.google.com/search?q=Indian+Angel+Network+AND+Crunchbase+OR+LinkedIn,Dec 2020,1,6,0,0,6,0,0,11300000
Huaxing Growth Capital,https://www.google.com/search?q=Huaxing+Growth+Capital+AND+Crunchbase+OR+LinkedIn,Dec 2020,0,9,0,0,3,0,0,1089000000
GOOSE Capital,https://www.google.com/search?q=GOOSE+Capital+AND+Crunchbase+OR+LinkedIn,Dec 2020,8,0,0,8,0,0,0,163200000
Harold Callais,https://www.crunchbase.com/person/harold-callais,Dec 2020,0,6,0,0,0,0,6,799800000
RevTech Ventures,https://www.google.com/search?q=RevTech+Ventures+AND+Crunchbase+OR+LinkedIn,Dec 2020,8,0,0,8,0,0,0,163200000
Richmond Global Ventures,https://www.crunchbase.com/organization/richmond-global,Dec 2020,2,0,0,2,0,0,0,10200000
DH Capital,https://www.crunchbase.com/organization/dh-capital,Dec 2020,2,0,0,2,0,0,0,10200000
Dr. Cornelius Boersch,https://www.crunchbase.com/person/cornelius-boersch,Dec 2020,0,18,0,0,10,8,0,1654588250
Future Labs,https://www.crunchbase.com/organization/future-labs,Dec 2020,0,4,0,4,0,0,0,24900000
Andy Bell,https://www.google.com/search?q=Andy+Bell+AND+Crunchbase+OR+LinkedIn,Dec 2020,0,20,0,0,20,0,0,1427640080
Define Ventures,https://www.google.com/search?q=Define+Ventures+AND+Crunchbase+OR+LinkedIn,Dec 2020,0,3,0,0,3,0,0,211200000
Shepherd Kaplan Krochuk,https://www.google.com/search?q=Shepherd+Kaplan+Krochuk+AND+Crunchbase+OR+LinkedIn,Dec 2020,0,4,0,0,4,0,0,156000000
Tangerine Life,https://www.google.com/search?q=Tangerine+Life+AND+Crunchbase+OR+LinkedIn,Dec 2020,0,12,0,0,0,12,0,201300000
Ryan Mathisen,https://www.google.com/search?q=Ryan+Mathisen+AND+Crunchbase+OR+LinkedIn,Dec 2020,3,0,0,0,3,0,0,28200000
CaixaBank,https://www.google.com/search?q=CaixaBank+AND+Crunchbase+OR+LinkedIn,Dec 2020,0,6,0,6,0,0,0,309116310
UniSuper,https://www.google.com/search?q=UniSuper+AND+Crunchbase+OR+LinkedIn,Dec 2020,0,7,0,0,0,7,0,12600000000
Eli Manning,https://www.google.com/search?q=Eli+Manning+AND+Crunchbase+OR+LinkedIn,Dec 2020,0,6,0,0,0,6,0,2947800000
Necessary Ventures,https://www.google.com/search?q=Necessary+Ventures+AND+Crunchbase+OR+LinkedIn,Dec 2020,2,2,0,2,2,0,0,42600000
PayPal,https://www.google.com/search?q=PayPal+AND+Crunchbase+OR+LinkedIn,Dec 2020,0,36,0,11,0,25,0,32145867875
Rand Capital,https://www.google.com/search?q=Rand+Capital+AND+Crunchbase+OR+LinkedIn,Dec 2020,0,3,0,0,3,0,0,211200000
INCapital Ventures,https://www.google.com/search?q=INCapital+Ventures+AND+Crunchbase+OR+LinkedIn,Dec 2020,0,9,0,0,5,0,0,768000000
Magnetar Capital,https://www.google.com/search?q=Magnetar+Capital+AND+Crunchbase+OR+LinkedIn,Dec 2020,0,7,0,0,0,7,0,12600000000
Ingleside Investors,https://www.google.com/search?q=Ingleside+Investors+AND+Crunchbase+OR+LinkedIn,Dec 2020,0,3,0,0,3,0,0,211200000
Matt MacInnis,https://www.google.com/search?q=Matt+MacInnis+AND+Crunchbase+OR+LinkedIn,Dec 2020,10,0,0,10,0,0,0,1611000000
a16z Cultural Leadership Fund,https://www.google.com/search?q=a16z+Cultural+Leadership+Fund+AND+Crunchbase+OR+LinkedIn,Dec 2020,0,16,0,0,0,6,0,1699590000
RIT Capital Partners,https://www.google.com/search?q=RIT+Capital+Partners+AND+Crunchbase+OR+LinkedIn,Dec 2020,0,10,0,0,0,10,0,4393800000
Mark Cuban Companies,https://www.google.com/search?q=Mark+Cuban+Companies+AND+Crunchbase+OR+LinkedIn,Dec 2020,0,6,0,0,0,0,0,577800000
Mucteba Celik,https://www.google.com/search?q=Mucteba+Celik+AND+Crunchbase+OR+LinkedIn,Dec 2020,0,4,0,0,4,0,0,46000000
Flipkart,https://www.google.com/search?q=Flipkart+AND+Crunchbase+OR+LinkedIn,Dec 2020,0,45,0,0,0,45,0,66077332590
Siena Capital,https://www.google.com/search?q=Siena+Capital+AND+Crunchbase+OR+LinkedIn,Dec 2020,7,0,0,0,0,7,0,339558975
Qiao Wang,https://www.google.com/search?q=Qiao+Wang+AND+Crunchbase+OR+LinkedIn,Dec 2020,1,0,0,0,0,1,0,1200000
Atlantica Ventures,https://www.google.com/search?q=Atlantica+Ventures+AND+Crunchbase+OR+LinkedIn,Dec 2020,3,0,0,0,0,3,0,3300000
NiMA Asghari,https://www.crunchbase.com/person/nima-asghari,Dec 2020,2,0,0,0,0,0,2,4000000
Endeavor,https://www.google.com/search?q=Endeavor+AND+Crunchbase+OR+LinkedIn,Dec 2020,0,6,0,0,6,0,0,1215000000
VilCap Investments,https://www.google.com/search?q=VilCap+Investments+AND+Crunchbase+OR+LinkedIn,Dec 2020,7,2,0,0,7,2,0,226375000
Hub Angels Investment Group,https://www.google.com/search?q=Hub+Angels+Investment+Group+AND+Crunchbase+OR+LinkedIn,Dec 2020,8,7,0,8,2,0,0,369900000
Titan Angels,https://www.crunchbase.com/organization/titan-angels,Dec 2020,6,0,0,6,0,0,0,25350000
ONEW,https://www.crunchbase.com/organization/onew,Dec 2020,0,11,0,11,0,0,0,31417430000
Jyoti Bansal,https://www.crunchbase.com/person/jyoti-bansal,Dec 2020,0,8,0,0,0,0,0,1505600000
Seth Johnson,https://www.google.com/search?q=Seth+Johnson+AND+Crunchbase+OR+LinkedIn,Dec 2020,1,0,0,0,0,0,1,3000000
ACE Management,https://www.google.com/search?q=ACE+Management+AND+Crunchbase+OR+LinkedIn,Dec 2020,0,13,0,10,3,0,0,915525508
Maxfield Capital,https://www.google.com/search?q=Maxfield+Capital+AND+Crunchbase+OR+LinkedIn,Dec 2020,0,8,0,2,0,6,0,1005400000
Riverhead Capital,https://www.google.com/search?q=Riverhead+Capital+AND+Crunchbase+OR+LinkedIn,Dec 2020,0,6,0,0,0,0,0,946800000
Clean Energy Venture Group,https://www.google.com/search?q=Clean+Energy+Venture+Group+AND+Crunchbase+OR+LinkedIn,Dec 2020,7,9,0,16,0,0,0,207600000
Background Capital,https://www.crunchbase.com/organization/background-capital,Dec 2020,3,0,0,3,0,0,0,40500000
CICC Alpha,https://www.google.com/search?q=CICC+Alpha+AND+Crunchbase+OR+LinkedIn,Dec 2020,0,24,0,0,0,0,0,3787200000
Swedbank Robur Ny Teknik,https://www.crunchbase.com/organization/swedbank-robur-s-ny-teknik,Dec 2020,0,1,0,0,1,0,0,19224494
Raghav Gupta,https://www.google.com/search?q=Raghav+Gupta+AND+Crunchbase+OR+LinkedIn,Dec 2020,1,0,0,0,0,0,0,0
Imran Khan,https://www.google.com/search?q=Imran+Khan+AND+Crunchbase+OR+LinkedIn,Dec 2020,1,0,0,0,0,1,0,1200000
Rucker Park Capital,https://www.google.com/search?q=Rucker+Park+Capital+AND+Crunchbase+OR+LinkedIn,Dec 2020,3,8,0,0,0,11,0,400200000
Boston Seed Capital,https://www.google.com/search?q=Boston+Seed+Capital+AND+Crunchbase+OR+LinkedIn,Dec 2020,0,26,0,0,10,0,0,2136064000
MPM Capital,https://www.google.com/search?q=MPM+Capital+AND+Crunchbase+OR+LinkedIn,Dec 2020,0,2,0,0,0,0,0,70000000
Augusto Marietti,https://www.google.com/search?q=Augusto+Marietti+AND+Crunchbase+OR+LinkedIn,Dec 2020,8,12,0,5,0,0,0,1663225000
Graduate Fund,https://www.google.com/search?q=Graduate+Fund+AND+Crunchbase+OR+LinkedIn,Dec 2020,6,0,0,0,0,6,0,978000000
Mehta Ventures,https://www.google.com/search?q=Mehta+Ventures+AND+Crunchbase+OR+LinkedIn,Dec 2020,0,10,0,0,0,0,10,2440000000
Brookfield Renewable Partners,https://www.google.com/search?q=Brookfield+Renewable+Partners+AND+Crunchbase+OR+LinkedIn,Dec 2020,0,2,0,2,0,0,0,48000000
Chingona Ventures,https://www.google.com/search?q=Chingona+Ventures+AND+Crunchbase+OR+LinkedIn,Dec 2020,10,10,0,10,0,10,0,418200000
Drummond Road Capital,https://www.google.com/search?q=Drummond+Road+Capital+AND+Crunchbase+OR+LinkedIn,Dec 2020,10,9,0,10,0,9,0,445100000
Brian Acton,https://www.google.com/search?q=Brian+Acton+AND+Crunchbase+OR+LinkedIn,Dec 2020,0,4,0,4,0,0,0,389000000
StartupXseed Ventures,https://www.google.com/search?q=StartupXseed+Ventures+AND+Crunchbase+OR+LinkedIn,Dec 2020,4,2,0,2,4,0,0,11559806
The MFO Group,https://www.google.com/search?q=The+MFO+Group+AND+Crunchbase+OR+LinkedIn,Dec 2020,2,0,0,0,2,0,0,5000000
BBI Capital,https://www.google.com/search?q=BBI+Capital+AND+Crunchbase+OR+LinkedIn,Dec 2020,5,0,0,0,0,5,0,58000000
Total Carbon Neutrality Ventures,https://www.google.com/search?q=Total+Carbon+Neutrality+Ventures+AND+Crunchbase+OR+LinkedIn,Dec 2020,0,6,0,6,0,0,0,268800000
Iterative,https://www.google.com/search?q=Iterative+AND+Crunchbase+OR+LinkedIn,Dec 2020,8,0,0,0,0,8,0,90160000
General Global Capital,https://www.google.com/search?q=General+Global+Capital+AND+Crunchbase+OR+LinkedIn,Dec 2020,0,3,0,0,0,3,0,167100000
Fastbreak Ventures,https://www.crunchbase.com/organization/fastbreak-ventures,Dec 2020,3,0,0,0,0,0,0,0
Joe Montana,https://www.google.com/search?q=Joe+Montana+AND+Crunchbase+OR+LinkedIn,Dec 2020,5,0,0,1,0,0,0,227100000
Orchid Asia Group Management,https://www.crunchbase.com/organization/orchid-asia-group-management,Dec 2020,0,6,0,0,0,0,6,1758600000
George Wallner,https://www.google.com/search?q=George+Wallner+AND+Crunchbase+OR+LinkedIn,Dec 2020,7,0,0,7,0,0,0,42000000
VTF Capital,https://www.google.com/search?q=VTF+Capital+AND+Crunchbase+OR+LinkedIn,Dec 2020,4,0,0,0,0,4,0,68000000
A.M.E. Ventures,https://www.google.com/search?q=A.M.E.+Ventures+AND+Crunchbase+OR+LinkedIn,Dec 2020,0,3,0,0,0,0,0,180900000
8th Light,https://www.google.com/search?q=8th+Light+AND+Crunchbase+OR+LinkedIn,Dec 2020,2,0,0,0,2,0,0,5000000
AB Accelerator,https://www.google.com/search?q=AB+Accelerator+AND+Crunchbase+OR+LinkedIn,Dec 2020,0,11,0,0,0,11,0,17985000000
Benefit Street Partners,https://www.google.com/search?q=Benefit+Street+Partners+AND+Crunchbase+OR+LinkedIn,Dec 2020,0,5,0,0,0,5,0,1204500000
Katalyst.Ventures,https://www.google.com/search?q=Katalyst.Ventures+AND+Crunchbase+OR+LinkedIn,Dec 2020,0,21,0,6,0,15,0,294600000
Tokyo Gas,https://www.google.com/search?q=Tokyo+Gas+AND+Crunchbase+OR+LinkedIn,Dec 2020,0,6,0,6,0,0,0,12600000000
Chicago Pacific Founders,https://www.google.com/search?q=Chicago+Pacific+Founders+AND+Crunchbase+OR+LinkedIn,Dec 2020,0,1,0,0,0,0,0,30000000
FinLab,https://www.crunchbase.com/organization/finlab,Dec 2020,0,4,0,0,0,4,0,48288684
Arrowroot Capital Management,https://www.google.com/search?q=Arrowroot+Capital+Management+AND+Crunchbase+OR+LinkedIn,Dec 2020,0,55,0,21,0,0,0,13248200000
Invest-NL,https://www.google.com/search?q=Invest-NL+AND+Crunchbase+OR+LinkedIn,Dec 2020,0,20,0,20,0,0,0,1554361800
Big Sur Ventures,https://www.google.com/search?q=Big+Sur+Ventures+AND+Crunchbase+OR+LinkedIn,Nov 2020,17,17,15,12,0,7,0,1060769944
Fifth Third Capital,https://www.google.com/search?q=Fifth+Third+Capital+AND+Crunchbase+OR+LinkedIn,Nov 2020,0,15,11,0,0,4,0,576000000
Union Bay Partners,https://www.google.com/search?q=Union+Bay+Partners+AND+Crunchbase+OR+LinkedIn,Nov 2020,30,15,11,12,0,18,0,2313500000
Rosecliff Ventures,https://www.google.com/search?q=Rosecliff+Ventures+AND+Crunchbase+OR+LinkedIn,Nov 2020,0,46,11,0,0,28,7,25721000000
Noah Kerner,https://www.google.com/search?q=Noah+Kerner+AND+Crunchbase+OR+LinkedIn,Nov 2020,0,11,11,0,0,0,0,528000000
AARP,https://www.google.com/search?q=AARP+AND+Crunchbase+OR+LinkedIn,Nov 2020,0,11,11,0,0,0,0,528000000
Actium Funds,https://www.google.com/search?q=Actium+Funds+AND+Crunchbase+OR+LinkedIn,Nov 2020,0,11,11,0,0,0,0,528000000
NEXT Canada,https://www.google.com/search?q=NEXT+Canada+AND+Crunchbase+OR+LinkedIn,Nov 2020,20,0,10,0,0,3,7,192355369
Mark VC,https://www.google.com/search?q=Mark+VC+AND+Crunchbase+OR+LinkedIn,Nov 2020,5,14,9,0,10,0,0,3561000000
Interlock Partners,https://www.google.com/search?q=Interlock+Partners+AND+Crunchbase+OR+LinkedIn,Nov 2020,0,9,9,0,0,0,0,2493000000
Trevor Wright,https://www.crunchbase.com/person/trevor-wright,Nov 2020,0,6,6,0,0,0,0,24606000
Google Launchpad Accelerator,https://www.google.com/search?q=Google+Launchpad+Accelerator+AND+Crunchbase+OR+LinkedIn,Nov 2020,0,79,6,0,0,73,0,24135300000
Palm Drive Capital,https://www.google.com/search?q=Palm+Drive+Capital+AND+Crunchbase+OR+LinkedIn,Nov 2020,5,22,4,1,10,0,12,6726780000
M7 Real Estate,https://www.crunchbase.com/organization/m7-real-estate,Nov 2020,4,0,4,0,0,0,0,28684656
Bragiel Brothers,https://www.google.com/search?q=Bragiel+Brothers+AND+Crunchbase+OR+LinkedIn,Nov 2020,29,0,4,15,0,10,0,3544690000
LC Ventures,https://www.google.com/search?q=LC+Ventures+AND+Crunchbase+OR+LinkedIn,Nov 2020,7,0,4,0,3,0,0,68651000
Deep30,https://www.crunchbase.com/organization/deep30,Nov 2020,4,0,4,0,0,0,0,20684008
"NSRCEL, IIM, Bangalore","https://www.google.com/search?q=NSRCEL,+IIM,+Bangalore+AND+Crunchbase+OR+LinkedIn",Nov 2020,0,4,4,0,0,0,0,4400000
